run_number,w,t_naturalSubgrade,t_subgradeFill,t_baseAgg,t_baseAC,t_wearingAC,e_naturalSubgrade,density_naturalSubgrade,elasticModulus_naturalSubgrade,poissonsRatio_naturalSubgrade,density_subgradeFill,elasticModulus_subgradeFill,poissonsRatio_subgradeFill,density_baseAgg,elasticModulus_baseAgg,poissonsRatio_baseAgg,density_baseAC,elasticModulus_baseAC,poissonsRatio_baseAC,density_wearingAC,elasticModulus_wearingAC,poissonsRatio_wearingAC,tyrePressure,temperature,saturation,frictionAngle_naturalSubgrade,k_naturalSubgrade,dilationAngle_naturalSubgrade,yieldStress_naturalSubgrade,frictionAngle_subgradeFill,k_subgradeFill,dilationAngle_subgradeFill,yieldStress_subgradeFill,frictionAngle_baseAgg,k_baseAgg,dilationAngle_baseAgg,yieldStress_baseAgg
6,320.2441181,71.7487996,35.21054917,35.31411903,31.7811223,11.81971678,330.7542885,1.51E-09,49.24523589,0.473221653,1.87E-09,89.86603899,0.434938291,2.11E-09,3364.758239,0.215921748,1.15E-09,4011.379672,0.367746983,2.14E-09,1857.198966,0.285169422,97.5640558,47.04020999,0.449889924,27.39217708,0.916390007,7.487697034,4.487630265,34.0098821,0.956019099,7.686209184,6.043854042,39.39646624,0.795446445,27.34775088,7.241865006
6,320.2441181,71.7487996,35.21054917,35.31411903,31.7811223,11.81971678,330.7542885,1.51E-09,49.24523589,0.473221653,1.87E-09,89.86603899,0.434938291,2.11E-09,3364.758239,0.215921748,1.15E-09,4011.379672,0.367746983,2.14E-09,1857.198966,0.285169422,97.5640558,47.04020999,0.449889924,27.39217708,0.916390007,7.487697034,4.487630265,34.0098821,0.956019099,7.686209184,6.043854042,39.39646624,0.795446445,27.34775088,7.241865006
7,317.8392962,60.77707227,32.42411371,32.70724061,37.77001708,16.44909395,315.903969,1.52E-09,41.39334226,0.479428462,1.73E-09,93.5953027,0.368931896,2.07E-09,3598.093287,0.215501442,1.19E-09,3704.649135,0.392269531,2.35E-09,1778.630321,0.28558716,106.7717086,41.398716,0.001088825,29.51994759,0.972129078,3.768119121,3.293924611,32.60781392,0.936149896,7.013048387,4.763624186,40.23129497,0.983627594,28.41440579,5.555268586
7,317.8392962,60.77707227,32.42411371,32.70724061,37.77001708,16.44909395,315.903969,1.52E-09,41.39334226,0.479428462,1.73E-09,93.5953027,0.368931896,2.07E-09,3598.093287,0.215501442,1.19E-09,3704.649135,0.392269531,2.35E-09,1778.630321,0.28558716,106.7717086,41.398716,0.001088825,29.51994759,0.972129078,3.768119121,3.293924611,32.60781392,0.936149896,7.013048387,4.763624186,40.23129497,0.983627594,28.41440579,5.555268586
8,336.8677008,56.22016288,38.03008548,33.90496746,35.54312802,15.24360915,339.4685835,1.56E-09,49.66327103,0.4742193,1.79E-09,98.06847564,0.410857205,2.22E-09,3248.343396,0.198703451,1.14E-09,4275.376699,0.314886099,2.26E-09,1832.960165,0.345976209,85.35083902,41.55209497,0.596715968,29.08381681,0.806037092,7.933915276,4.948950713,39.25584684,0.927128561,4.212063922,4.456365334,35.48340069,0.959470365,21.85315713,7.92012014
8,336.8677008,56.22016288,38.03008548,33.90496746,35.54312802,15.24360915,339.4685835,1.56E-09,49.66327103,0.4742193,1.79E-09,98.06847564,0.410857205,2.22E-09,3248.343396,0.198703451,1.14E-09,4275.376699,0.314886099,2.26E-09,1832.960165,0.345976209,85.35083902,41.55209497,0.596715968,29.08381681,0.806037092,7.933915276,4.948950713,39.25584684,0.927128561,4.212063922,4.456365334,35.48340069,0.959470365,21.85315713,7.92012014
9,382.0037933,66.43519674,35.20092821,38.5603806,31.38776047,16.27588274,378.6686095,1.63E-09,42.04900712,0.454084917,1.96E-09,89.05614958,0.440752353,2.48E-09,3240.996001,0.182292052,9.95E-10,4445.606737,0.343808172,2.28E-09,1773.151081,0.34219137,86.56158578,42.21095149,0.146379598,25.47771893,0.93630706,7.478670911,3.264087257,35.14808591,0.885873047,3.121452854,5.654385175,44.76755377,0.876842241,27.6496234,5.123811324
9,382.0037933,66.43519674,35.20092821,38.5603806,31.38776047,16.27588274,378.6686095,1.63E-09,42.04900712,0.454084917,1.96E-09,89.05614958,0.440752353,2.48E-09,3240.996001,0.182292052,9.95E-10,4445.606737,0.343808172,2.28E-09,1773.151081,0.34219137,86.56158578,42.21095149,0.146379598,25.47771893,0.93630706,7.478670911,3.264087257,35.14808591,0.885873047,3.121452854,5.654385175,44.76755377,0.876842241,27.6496234,5.123811324
10,362.6211077,41.2125299,38.0953705,33.19899157,36.45985858,19.95020499,333.942767,1.63E-09,44.24592366,0.448332263,1.76E-09,94.46227043,0.410227703,2.34E-09,3740.057981,0.214708435,9.61E-10,4169.033779,0.334891911,2.23E-09,1659.68685,0.345049514,98.47298995,43.54605295,0.59023783,23.66717885,0.930995124,4.982907399,4.149348829,30.94243732,0.930162596,3.923479329,6.409182521,37.03800874,0.953852271,26.50717975,4.66051576
10,362.6211077,41.2125299,38.0953705,33.19899157,36.45985858,19.95020499,333.942767,1.63E-09,44.24592366,0.448332263,1.76E-09,94.46227043,0.410227703,2.34E-09,3740.057981,0.214708435,9.61E-10,4169.033779,0.334891911,2.23E-09,1659.68685,0.345049514,98.47298995,43.54605295,0.59023783,23.66717885,0.930995124,4.982907399,4.149348829,30.94243732,0.930162596,3.923479329,6.409182521,37.03800874,0.953852271,26.50717975,4.66051576
11,305.9346938,44.35130819,39.75669125,32.33690759,39.24564902,14.60548177,340.1328003,1.55E-09,44.49445132,0.411579887,1.96E-09,98.07512622,0.423365394,2.35E-09,3065.75115,0.202487439,9.91E-10,3778.504976,0.326384467,2.10E-09,1820.266268,0.332430542,83.57706209,48.3937817,0.98596732,27.95386299,0.862454449,6.85412805,4.750297914,32.72562865,0.948914688,5.238354721,6.917387736,44.02862593,0.868672393,20.99228727,7.752147232
11,305.9346938,44.35130819,39.75669125,32.33690759,39.24564902,14.60548177,340.1328003,1.55E-09,44.49445132,0.411579887,1.96E-09,98.07512622,0.423365394,2.35E-09,3065.75115,0.202487439,9.91E-10,3778.504976,0.326384467,2.10E-09,1820.266268,0.332430542,83.57706209,48.3937817,0.98596732,27.95386299,0.862454449,6.85412805,4.750297914,32.72562865,0.948914688,5.238354721,6.917387736,44.02862593,0.868672393,20.99228727,7.752147232
12,325.3419473,70.57022345,31.77915646,31.77539875,38.5623537,12.064433,300.7127701,1.76E-09,44.72406623,0.440857344,1.80E-09,91.25309872,0.404481033,2.37E-09,2929.487527,0.217147383,9.69E-10,3607.16712,0.382183471,2.07E-09,1669.558669,0.270893586,102.8765467,44.64956786,0.012867748,28.35450361,0.896846151,6.705939165,2.068838518,35.33396861,0.896691026,5.203924698,6.22298863,36.06003469,0.932533972,21.57045578,4.641251458
12,325.3419473,70.57022345,31.77915646,31.77539875,38.5623537,12.064433,300.7127701,1.76E-09,44.72406623,0.440857344,1.80E-09,91.25309872,0.404481033,2.37E-09,2929.487527,0.217147383,9.69E-10,3607.16712,0.382183471,2.07E-09,1669.558669,0.270893586,102.8765467,44.64956786,0.012867748,28.35450361,0.896846151,6.705939165,2.068838518,35.33396861,0.896691026,5.203924698,6.22298863,36.06003469,0.932533972,21.57045578,4.641251458
13,330.6049291,44.6129878,32.08444762,38.73541687,35.20398219,10.68195239,339.3445248,1.53E-09,44.23990774,0.438005343,1.90E-09,98.86818104,0.411679213,2.05E-09,3347.779403,0.204012138,1.13E-09,4216.305854,0.378183968,2.35E-09,1786.544507,0.311509508,93.57260669,48.30515373,0.027809322,27.03635448,0.80404459,7.244945775,3.070662618,31.54708525,0.801250988,6.906071639,6.489180084,41.89997688,0.920175436,24.56583931,7.306543354
13,330.6049291,44.6129878,32.08444762,38.73541687,35.20398219,10.68195239,339.3445248,1.53E-09,44.23990774,0.438005343,1.90E-09,98.86818104,0.411679213,2.05E-09,3347.779403,0.204012138,1.13E-09,4216.305854,0.378183968,2.35E-09,1786.544507,0.311509508,93.57260669,48.30515373,0.027809322,27.03635448,0.80404459,7.244945775,3.070662618,31.54708525,0.801250988,6.906071639,6.489180084,41.89997688,0.920175436,24.56583931,7.306543354
14,333.0464015,42.31262241,36.85446417,30.80852257,38.78419134,18.9862015,359.4951332,1.73E-09,45.20254639,0.410517535,1.93E-09,90.24842558,0.417237626,2.31E-09,3401.465473,0.183221809,8.53E-10,3581.874566,0.311065449,2.07E-09,1623.172254,0.342121213,114.2277333,41.68363834,0.068972173,26.02583748,0.972844908,3.720059939,2.312129847,34.78108834,0.864261446,3.381813157,3.688139431,35.59825548,0.845040369,25.54370127,5.933400666
14,333.0464015,42.31262241,36.85446417,30.80852257,38.78419134,18.9862015,359.4951332,1.73E-09,45.20254639,0.410517535,1.93E-09,90.24842558,0.417237626,2.31E-09,3401.465473,0.183221809,8.53E-10,3581.874566,0.311065449,2.07E-09,1623.172254,0.342121213,114.2277333,41.68363834,0.068972173,26.02583748,0.972844908,3.720059939,2.312129847,34.78108834,0.864261446,3.381813157,3.688139431,35.59825548,0.845040369,25.54370127,5.933400666
15,387.2953441,57.18839667,37.05323131,33.90287822,39.1295984,13.17564412,376.1964305,1.77E-09,45.40643603,0.461235786,1.71E-09,81.99353226,0.389126531,2.56E-09,3081.603552,0.204663746,9.55E-10,4392.352489,0.318525215,2.03E-09,1603.817668,0.286628298,102.3006573,42.05019922,0.32140661,24.68403818,0.90224185,5.245528672,2.78666166,33.56569338,0.952525237,7.02049873,3.581637133,39.06486784,0.833468188,20.13168885,7.279841751
15,387.2953441,57.18839667,37.05323131,33.90287822,39.1295984,13.17564412,376.1964305,1.77E-09,45.40643603,0.461235786,1.71E-09,81.99353226,0.389126531,2.56E-09,3081.603552,0.204663746,9.55E-10,4392.352489,0.318525215,2.03E-09,1603.817668,0.286628298,102.3006573,42.05019922,0.32140661,24.68403818,0.90224185,5.245528672,2.78666166,33.56569338,0.952525237,7.02049873,3.581637133,39.06486784,0.833468188,20.13168885,7.279841751
16,342.5200862,42.42372043,35.15338066,31.10164097,38.32761733,18.9549128,358.9192651,1.41E-09,40.16558872,0.413254294,1.73E-09,93.30114937,0.398994535,2.08E-09,3228.445178,0.206913118,1.17E-09,4209.773177,0.359703419,2.18E-09,1672.761198,0.28238806,88.97817165,45.80267559,0.458898773,28.08246856,0.887798701,3.550227314,4.39653503,30.71178073,0.833718408,5.185750188,6.504703853,35.26122776,0.928667754,22.51599771,7.981496136
16,342.5200862,42.42372043,35.15338066,31.10164097,38.32761733,18.9549128,358.9192651,1.41E-09,40.16558872,0.413254294,1.73E-09,93.30114937,0.398994535,2.08E-09,3228.445178,0.206913118,1.17E-09,4209.773177,0.359703419,2.18E-09,1672.761198,0.28238806,88.97817165,45.80267559,0.458898773,28.08246856,0.887798701,3.550227314,4.39653503,30.71178073,0.833718408,5.185750188,6.504703853,35.26122776,0.928667754,22.51599771,7.981496136
17,391.5104475,70.27792097,31.85918647,31.77811419,34.94013933,10.729777,358.759562,1.48E-09,47.52788392,0.401889406,2.00E-09,92.17674146,0.411988302,2.44E-09,3041.770723,0.19134929,1.00E-09,4468.58702,0.339879879,2.22E-09,1830.55525,0.286401217,81.79526857,41.53620595,0.41168527,29.48157705,0.904369359,5.257346879,4.597947763,36.36649382,0.821703827,4.575103104,3.486717869,41.77395414,0.950868891,24.49134492,4.851093567
17,391.5104475,70.27792097,31.85918647,31.77811419,34.94013933,10.729777,358.759562,1.48E-09,47.52788392,0.401889406,2.00E-09,92.17674146,0.411988302,2.44E-09,3041.770723,0.19134929,1.00E-09,4468.58702,0.339879879,2.22E-09,1830.55525,0.286401217,81.79526857,41.53620595,0.41168527,29.48157705,0.904369359,5.257346879,4.597947763,36.36649382,0.821703827,4.575103104,3.486717869,41.77395414,0.950868891,24.49134492,4.851093567
18,373.737833,65.77153837,39.28550001,32.83203242,31.16517433,15.4721562,323.5455213,1.64E-09,43.04917178,0.439357312,1.83E-09,90.77643993,0.396018011,2.19E-09,3790.693719,0.211809776,8.60E-10,3794.725402,0.363201162,2.13E-09,1912.157905,0.258465827,107.9438422,40.05917432,0.00681058,20.97332224,0.909266496,3.344714958,3.650152417,34.72050793,0.81369515,7.537172405,6.376995856,41.63268322,0.79248086,24.28739253,6.65607018
18,373.737833,65.77153837,39.28550001,32.83203242,31.16517433,15.4721562,323.5455213,1.64E-09,43.04917178,0.439357312,1.83E-09,90.77643993,0.396018011,2.19E-09,3790.693719,0.211809776,8.60E-10,3794.725402,0.363201162,2.13E-09,1912.157905,0.258465827,107.9438422,40.05917432,0.00681058,20.97332224,0.909266496,3.344714958,3.650152417,34.72050793,0.81369515,7.537172405,6.376995856,41.63268322,0.79248086,24.28739253,6.65607018
19,317.7234491,64.64376601,34.39017726,32.54230507,35.36554631,11.40800581,358.4263745,1.72E-09,42.2256006,0.465901534,1.75E-09,95.14546176,0.400063486,2.19E-09,2816.088792,0.212516488,1.07E-09,3833.969773,0.331487544,2.05E-09,1996.637437,0.317629222,88.00703617,48.27828211,0.072147023,23.02146916,0.99205012,3.672339395,4.685458562,39.56772624,0.924788754,4.142670754,5.304327435,42.0879986,0.999014324,21.83341002,7.472836758
19,317.7234491,64.64376601,34.39017726,32.54230507,35.36554631,11.40800581,358.4263745,1.72E-09,42.2256006,0.465901534,1.75E-09,95.14546176,0.400063486,2.19E-09,2816.088792,0.212516488,1.07E-09,3833.969773,0.331487544,2.05E-09,1996.637437,0.317629222,88.00703617,48.27828211,0.072147023,23.02146916,0.99205012,3.672339395,4.685458562,39.56772624,0.924788754,4.142670754,5.304327435,42.0879986,0.999014324,21.83341002,7.472836758
20,337.8074981,46.87941461,32.28936857,31.49621501,30.51869766,10.68025249,307.1097296,1.71E-09,40.01677087,0.403235894,1.64E-09,84.993239,0.366280498,2.16E-09,3511.19123,0.210101073,8.53E-10,4330.61673,0.383631003,2.34E-09,1611.646603,0.319317839,95.83799045,45.27418517,0.105478523,21.81316552,0.905063292,4.141569462,2.880445886,30.24229555,0.908438705,7.933119961,6.960642215,40.11901105,0.973465201,28.5621593,5.775888549
20,337.8074981,46.87941461,32.28936857,31.49621501,30.51869766,10.68025249,307.1097296,1.71E-09,40.01677087,0.403235894,1.64E-09,84.993239,0.366280498,2.16E-09,3511.19123,0.210101073,8.53E-10,4330.61673,0.383631003,2.34E-09,1611.646603,0.319317839,95.83799045,45.27418517,0.105478523,21.81316552,0.905063292,4.141569462,2.880445886,30.24229555,0.908438705,7.933119961,6.960642215,40.11901105,0.973465201,28.5621593,5.775888549
21,355.4029966,63.19375832,33.1990928,31.86016784,30.3630853,11.58710007,356.1752037,1.72E-09,42.78297077,0.467632333,1.73E-09,90.18326347,0.357102711,2.50E-09,3033.503714,0.187549783,9.31E-10,3666.360032,0.329429965,2.25E-09,1608.860811,0.299973968,89.34863783,41.26519316,0.768050327,29.41636661,0.78444613,5.006595722,3.068271275,37.95975745,0.9822797,4.422307343,5.592887172,43.97446274,0.850813204,22.58058414,4.592100531
21,355.4029966,63.19375832,33.1990928,31.86016784,30.3630853,11.58710007,356.1752037,1.72E-09,42.78297077,0.467632333,1.73E-09,90.18326347,0.357102711,2.50E-09,3033.503714,0.187549783,9.31E-10,3666.360032,0.329429965,2.25E-09,1608.860811,0.299973968,89.34863783,41.26519316,0.768050327,29.41636661,0.78444613,5.006595722,3.068271275,37.95975745,0.9822797,4.422307343,5.592887172,43.97446274,0.850813204,22.58058414,4.592100531
22,374.7409247,70.73136855,39.69973749,35.91136599,39.77463709,10.4218245,391.5271575,1.56E-09,42.28176679,0.458615873,1.98E-09,83.81662044,0.415819931,2.13E-09,2809.936278,0.181128823,1.06E-09,3964.322572,0.328135015,2.06E-09,1720.119501,0.315185981,114.6352561,47.67266506,0.902695516,20.50757757,0.944177229,6.42602776,3.806885617,38.75030469,0.784392851,7.610136553,6.603439621,40.35856972,0.977529334,29.63470193,7.065252679
22,374.7409247,70.73136855,39.69973749,35.91136599,39.77463709,10.4218245,391.5271575,1.56E-09,42.28176679,0.458615873,1.98E-09,83.81662044,0.415819931,2.13E-09,2809.936278,0.181128823,1.06E-09,3964.322572,0.328135015,2.06E-09,1720.119501,0.315185981,114.6352561,47.67266506,0.902695516,20.50757757,0.944177229,6.42602776,3.806885617,38.75030469,0.784392851,7.610136553,6.603439621,40.35856972,0.977529334,29.63470193,7.065252679
23,359.0546408,57.43745692,31.42894866,36.11029631,32.79222671,15.55070597,338.3960333,1.72E-09,40.29295463,0.451393478,1.61E-09,84.4410476,0.420747179,2.44E-09,3280.698302,0.197414734,9.13E-10,3796.489407,0.362090855,2.07E-09,1639.716463,0.254509086,106.5439468,48.12612277,0.105776949,29.94803057,0.841423826,3.164088605,4.387950667,30.57117334,0.937668547,4.641824083,6.975223873,40.08735063,0.990409984,28.74305208,5.57010152
23,359.0546408,57.43745692,31.42894866,36.11029631,32.79222671,15.55070597,338.3960333,1.72E-09,40.29295463,0.451393478,1.61E-09,84.4410476,0.420747179,2.44E-09,3280.698302,0.197414734,9.13E-10,3796.489407,0.362090855,2.07E-09,1639.716463,0.254509086,106.5439468,48.12612277,0.105776949,29.94803057,0.841423826,3.164088605,4.387950667,30.57117334,0.937668547,4.641824083,6.975223873,40.08735063,0.990409984,28.74305208,5.57010152
24,338.6723645,52.3918495,35.73418022,30.26421379,38.51227035,16.36318305,319.9305043,1.59E-09,47.74201897,0.421796567,1.64E-09,81.32979683,0.354314555,2.19E-09,3026.672948,0.214111212,1.18E-09,4489.850352,0.378603165,2.36E-09,1665.200635,0.253306716,112.0203705,49.10632241,0.450083935,23.63265584,0.898813684,7.873930176,4.367647636,30.64940881,0.923776174,4.749458629,5.039050813,38.12643292,0.967071274,22.9020267,5.951811405
24,338.6723645,52.3918495,35.73418022,30.26421379,38.51227035,16.36318305,319.9305043,1.59E-09,47.74201897,0.421796567,1.64E-09,81.32979683,0.354314555,2.19E-09,3026.672948,0.214111212,1.18E-09,4489.850352,0.378603165,2.36E-09,1665.200635,0.253306716,112.0203705,49.10632241,0.450083935,23.63265584,0.898813684,7.873930176,4.367647636,30.64940881,0.923776174,4.749458629,5.039050813,38.12643292,0.967071274,22.9020267,5.951811405
25,358.8576906,48.10805079,36.8847778,33.90320345,39.23002318,11.78737698,359.5472231,1.51E-09,43.98128487,0.43592702,1.98E-09,98.55859715,0.365080763,2.37E-09,3276.477063,0.192152077,1.05E-09,3740.841958,0.362304948,2.00E-09,1868.423676,0.313401092,100.178125,43.71462536,0.204619902,25.98224069,0.916349061,6.425792162,2.073705615,37.74070298,0.885167887,3.121268583,3.624281719,40.97931102,0.885272404,28.10758616,4.357713279
25,358.8576906,48.10805079,36.8847778,33.90320345,39.23002318,11.78737698,359.5472231,1.51E-09,43.98128487,0.43592702,1.98E-09,98.55859715,0.365080763,2.37E-09,3276.477063,0.192152077,1.05E-09,3740.841958,0.362304948,2.00E-09,1868.423676,0.313401092,100.178125,43.71462536,0.204619902,25.98224069,0.916349061,6.425792162,2.073705615,37.74070298,0.885167887,3.121268583,3.624281719,40.97931102,0.885272404,28.10758616,4.357713279
26,323.3434875,51.05117879,37.76236857,36.12717694,34.15968824,15.01742326,313.3795174,1.76E-09,43.26467508,0.467902518,1.90E-09,87.10851193,0.364256405,2.05E-09,2816.579546,0.191373413,8.65E-10,3685.454639,0.358825174,2.34E-09,1655.257496,0.266609617,119.380252,47.91591246,0.147896404,21.97049112,0.910805142,6.829018807,4.101992654,34.07448606,0.959250487,4.038914398,5.692433168,41.80316643,0.789044587,26.50091798,4.993081037
26,323.3434875,51.05117879,37.76236857,36.12717694,34.15968824,15.01742326,313.3795174,1.76E-09,43.26467508,0.467902518,1.90E-09,87.10851193,0.364256405,2.05E-09,2816.579546,0.191373413,8.65E-10,3685.454639,0.358825174,2.34E-09,1655.257496,0.266609617,119.380252,47.91591246,0.147896404,21.97049112,0.910805142,6.829018807,4.101992654,34.07448606,0.959250487,4.038914398,5.692433168,41.80316643,0.789044587,26.50091798,4.993081037
27,319.8791296,71.69741147,32.72693038,38.13118779,35.63438185,19.63170442,346.376773,1.70E-09,49.36197052,0.46462274,1.86E-09,93.84088191,0.421297628,2.34E-09,3209.634944,0.20439923,1.00E-09,4286.613414,0.399885862,2.12E-09,1607.902794,0.339245016,107.2540026,40.08952286,0.753976403,21.17756965,0.784490488,3.78467101,4.941163549,32.37668387,0.827576396,4.727940919,3.994645769,42.27966348,0.953246472,27.8048873,5.624597947
27,319.8791296,71.69741147,32.72693038,38.13118779,35.63438185,19.63170442,346.376773,1.70E-09,49.36197052,0.46462274,1.86E-09,93.84088191,0.421297628,2.34E-09,3209.634944,0.20439923,1.00E-09,4286.613414,0.399885862,2.12E-09,1607.902794,0.339245016,107.2540026,40.08952286,0.753976403,21.17756965,0.784490488,3.78467101,4.941163549,32.37668387,0.827576396,4.727940919,3.994645769,42.27966348,0.953246472,27.8048873,5.624597947
28,301.6245201,62.68517412,34.63633038,38.72851807,30.08703493,10.89636004,312.2693741,1.79E-09,47.86658227,0.441698013,1.77E-09,96.63922283,0.399864029,2.01E-09,3302.560615,0.205269075,1.09E-09,4330.11154,0.390352844,2.12E-09,1769.800717,0.339291621,84.9316522,41.44811908,0.974809005,28.90704886,0.992645168,5.214458531,4.306814663,34.15647726,0.84502526,5.010519962,5.709466953,43.14413963,0.855983669,20.16484654,4.289175383
28,301.6245201,62.68517412,34.63633038,38.72851807,30.08703493,10.89636004,312.2693741,1.79E-09,47.86658227,0.441698013,1.77E-09,96.63922283,0.399864029,2.01E-09,3302.560615,0.205269075,1.09E-09,4330.11154,0.390352844,2.12E-09,1769.800717,0.339291621,84.9316522,41.44811908,0.974809005,28.90704886,0.992645168,5.214458531,4.306814663,34.15647726,0.84502526,5.010519962,5.709466953,43.14413963,0.855983669,20.16484654,4.289175383
29,391.8099553,54.85913576,32.95882567,36.57626251,30.16364749,13.66114751,355.1236139,1.65E-09,44.35017066,0.427536541,1.65E-09,81.96059037,0.369818902,2.38E-09,3355.084555,0.203961625,1.09E-09,4455.277576,0.32978883,2.27E-09,1674.933506,0.32545667,96.16564785,48.47059813,0.541482215,23.80106181,0.956619842,7.554013373,2.879132859,31.94755489,0.9090386,6.561396373,4.242771147,43.56356423,0.991644104,29.79666067,4.521816966
