run_number,w,t_naturalSubgrade,t_subgradeFill,t_baseAgg,t_baseAC,t_wearingAC,e_naturalSubgrade,density_naturalSubgrade,elasticModulus_naturalSubgrade,poissonsRatio_naturalSubgrade,density_subgradeFill,elasticModulus_subgradeFill,poissonsRatio_subgradeFill,density_baseAgg,elasticModulus_baseAgg,poissonsRatio_baseAgg,density_baseAC,elasticModulus_baseAC,poissonsRatio_baseAC,density_wearingAC,elasticModulus_wearingAC,poissonsRatio_wearingAC,tyrePressure,temperature,saturation,frictionAngle_naturalSubgrade,k_naturalSubgrade,dilationAngle_naturalSubgrade,yieldStress_naturalSubgrade,frictionAngle_subgradeFill,k_subgradeFill,dilationAngle_subgradeFill,yieldStress_subgradeFill,frictionAngle_baseAgg,k_baseAgg,dilationAngle_baseAgg,yieldStress_baseAgg
11,361.582541149601,49.3107193938014,35.2192307685843,39.1642256980906,37.8686120211441,11.0554692393053,340.25099868796,1.42592985350796e-09,42.8228919246267,0.476118157532804,1.89975769395124e-09,94.8540592239904,0.437192231086405,2.11620152894234e-09,3796.89986200602,0.215682231236763,1.0307484985297e-09,3915.27871952064,0.316448049279978,2.3214781962991e-09,1802.75192868384,0.318424878159694,94.933985704463,42.0920767246599,0.0423757587397395,20.9685592567796,0.862686509913182,6.33756440181738,3.67199101763925,39.8946431941652,0.839054949691673,6.30157236634578,6.51986766625052,38.9868091626509,0.817797606304471,29.9361556943281,5.5692638574731
12,331.608055696134,59.2231349134572,37.5250140278097,33.5942088548944,39.6678177723153,12.2734204252091,339.950533931503,1.53427776468808e-09,40.8927216737625,0.469925515859583,1.9184370271967e-09,94.087857819644,0.409105241895618,2.55586178432634e-09,3351.8142789114,0.2050478060737,1.05018263412161e-09,3874.76358523994,0.347691503829353,2.15042092517537e-09,1719.5642941254,0.265349042686801,96.0741406083205,42.6121496839577,0.67100718937005,22.3391866685634,0.815035144054934,6.91144239136716,4.40230016476507,38.5273246238177,0.892423959514499,6.67286333184348,4.53670596787734,44.3791215232305,0.822476801242116,20.0984462622851,7.21591817389284
13,320.98687636648,55.5100500754634,32.4504618966435,36.5514947603662,30.5859264217337,14.2535567687012,368.753772965633,1.69983364477188e-09,44.2649932285668,0.450093681278156,1.67144987367198e-09,87.0628185768081,0.406602107699467,2.48885010334901e-09,3641.70490270495,0.185184018241703,1.01402967060304e-09,4425.89303150271,0.392832377896754,2.1663783398029e-09,1971.02539067496,0.322539471175013,84.9575519984967,40.2532078738503,0.65293409622104,28.4858190723395,0.820186717405219,5.51307514360412,2.12416747953759,34.8043623964416,0.812429124197833,3.77747080104253,4.06656939614543,38.7118745625257,0.929302885550044,21.2508439900891,6.31729636326698
14,319.225162618329,77.7870752881766,32.3680531422715,31.5847401316874,36.6889850974102,14.6123050908324,367.338149416174,1.67409404095424e-09,44.6909278045028,0.401676474410466,1.90878890706749e-09,85.3613901247183,0.398695620216763,2.06569070829126e-09,3468.17670260799,0.214355409434816,1.07833221869643e-09,3718.64300809815,0.354683484488058,2.15129704864812e-09,1773.81935257482,0.307212169087678,103.026399567555,41.5477261775955,0.113149099589967,20.5922095894167,0.899880589638549,6.98700779065713,4.23055393482624,37.2079302265188,0.989495827020917,5.31106527347363,3.80435237880343,40.851936556375,0.930844987404881,25.5435408256349,5.17862412558113
15,381.747693648729,52.1713927900736,32.2839708310698,31.6319647613035,37.0260826236924,19.1836951707198,333.328466410677,1.625760778172e-09,41.3313972893893,0.401914972596482,1.78442240851768e-09,86.1535819318102,0.407729509625263,2.53829205605469e-09,3602.72132658347,0.188236063165371,1.04933864103713e-09,3700.70814856435,0.304231025993826,2.18745588424156e-09,1737.10885687615,0.332675978081128,117.131861793357,44.8235340160181,0.779449629478336,27.2599874295506,0.936843565453455,5.89020016591091,3.94422265563955,39.776777041113,0.850967407220794,4.5347810851607,3.35976317029153,39.9764766938643,0.887024302271396,24.7855697455476,5.67764631013899
16,373.48976191516,69.4088650227796,38.4325424463586,33.6174769034731,35.8231453691149,14.2755343461254,396.89652236018,1.59681334060209e-09,43.1307135595414,0.453184998849615,1.63482833728314e-09,87.300513780648,0.407296485409189,2.45944462815452e-09,3623.0883981772,0.21095668108315,1.15743550269063e-09,3641.50899597436,0.392538013743789,2.33426435281073e-09,1877.61849075336,0.310980508310248,113.753304772309,47.7369059020226,0.140030499116499,21.7434313334634,0.861209508356559,3.37496105386234,3.69556774194348,30.9416224866097,0.899586877064762,5.38837720299321,5.4747427450358,39.6315687665607,0.963468817723293,27.2606088972357,7.55890746103452
17,345.577860579839,76.9964652486072,38.4411283487918,39.0527035135191,36.751879224965,16.3445926384368,352.250744436799,1.46566091678257e-09,43.3552117393551,0.430060385505074,1.82133659431052e-09,89.8500319012083,0.42135539105628,2.52806039939459e-09,3724.44538280271,0.190862121341721,9.37182543672539e-10,4326.83523151018,0.334159626162263,2.29535539915994e-09,1684.94356728976,0.268483772065832,85.7201093747007,48.7149835114142,0.754667150100934,29.4577443594683,0.980269415305641,3.13212124880882,2.69029508439827,32.9798494900784,0.838785793556795,3.1674881930911,6.29130550143673,35.3908700027013,0.817184452479811,27.6456534701508,6.44436486778426
18,338.178147296101,53.9695767321375,38.2955381666128,39.6366625888424,34.9110912025475,17.5323930922165,315.079737869254,1.54880842225338e-09,42.9286751500929,0.402952866566898,1.73351562618972e-09,99.1385893241528,0.359518003606555,2.56113678384822e-09,2895.17661935158,0.180613744072873,1.1677580754775e-09,4245.25672813656,0.373333471305385,2.14733931821837e-09,1624.95816822112,0.264732339656971,117.345025060107,40.5195386767152,0.872493232208529,22.7461257458048,0.821699197675392,3.51828404947657,4.7672483203656,33.8081394937819,0.812822203301786,4.69572726429786,4.08903420598754,40.0817777541922,0.790439472000587,26.1084839609285,7.23276765973124
19,331.809921609191,48.9465448868483,39.6592703215979,30.0367377881731,36.4041338173165,10.6549049784556,333.70830717224,1.40623149008345e-09,44.2709650733689,0.410958133982567,1.74409293043225e-09,81.1833923686231,0.422246269485073,2.58385822868742e-09,2965.82546321331,0.182430960196429,1.07208803522893e-09,4403.76394765568,0.320760240090769,2.30384167410575e-09,1921.18144796079,0.327600543684152,106.653421385331,46.9120120095873,0.419205421689558,20.5496864724976,0.794452622635392,5.0059939939441,3.5518786480304,37.7801837408134,0.931918083679769,5.53249475335039,6.87101767001615,35.963909124626,0.887811621256575,24.2617328695175,4.98272292756664
20,320.192156207166,46.6716520214496,35.5792831566939,34.2495438138294,36.6130189806853,19.7700390970915,304.388232866582,1.69504053967628e-09,42.4360455954076,0.442408020338607,1.94852098129504e-09,82.6127066062016,0.377814216421634,2.46815752031028e-09,3513.60843302854,0.197879728472479,1.14198241945772e-09,3900.68538387509,0.303215233345401,2.05946388730196e-09,1761.38488416907,0.264023840500544,99.4547694427691,48.4335710885257,0.692511446935173,22.1183257121708,0.843944565012122,6.42990382822433,2.91747198208055,30.3068639584299,0.948700266010804,7.64566598514501,4.22195300603986,44.2235168295374,0.939751494252458,23.1240430712023,4.72216874079183
21,321.57656986927,60.2241947788993,36.1045116680461,36.6191640351222,38.9853055625246,10.993435413825,385.975120087952,1.6687988511731e-09,47.7423517774255,0.464528975482881,1.84691482674141e-09,87.8308548184842,0.436612095829274,2.22444924195099e-09,3140.06935166928,0.191679422842216,8.41916121609541e-10,3734.1865681496,0.39779854594898,2.23398538924112e-09,1979.16797399015,0.26883978281471,96.6615637883258,43.6157218423994,0.238208337835817,24.3992839773662,0.823051644983416,4.65267959255113,3.05331771314339,35.0315388052834,0.90502253509507,7.06390156097088,4.41025713254656,42.7921485642193,0.856030209203016,24.7628157551412,4.15432719310863
22,368.929334700828,49.8414863738148,39.0960080582955,35.3009471199186,34.725833567491,12.4925076071273,349.827601719758,1.78620854936684e-09,43.971042265423,0.416581410182742,1.82887481678167e-09,82.4064627697074,0.421863773705973,2.32261613100507e-09,2842.8394518723,0.213274479706901,8.29128369463218e-10,3607.95687783494,0.302422645115178,2.20071249564887e-09,1806.55934454112,0.257347344438672,113.76996343891,43.0295129304585,0.905966734423594,25.125167555845,0.951641224483542,3.17996784514769,2.01915329921823,33.0780226711206,0.858757647349519,5.01336276873318,3.95869854029706,43.4549830410635,0.929631302062152,20.594780831069,6.03786692321145
23,319.538203807145,63.6159187827825,39.6452805772073,33.2279632841346,35.6442301772175,15.40879211576,306.970569220397,1.55380695399339e-09,43.2897176734833,0.404494405728012,1.70162238811192e-09,97.2084408106963,0.355109118559881,2.36769700477132e-09,3725.88151380159,0.21212083580043,9.0399784397998e-10,3610.82313042147,0.3552593868598,2.23380097033753e-09,1789.68988438703,0.327493329262778,109.639919304522,41.9748659436793,0.509898779110171,21.2419575645287,0.923694018041231,5.1667214177054,3.8721753339395,36.0358351896774,0.945480445596702,7.26410247192878,3.12545104135815,35.0508097227933,0.83976976667651,24.2062687251912,5.61427100971444
24,368.053547312299,70.0353901923943,33.2490173713268,31.2399094732912,39.2343914399743,13.3578702581104,388.166392641731,1.73685061315047e-09,41.9436321268365,0.446221171668658,1.70580182046784e-09,91.2620915132619,0.448116274094326,2.19697860678037e-09,3356.38038508657,0.199638820061648,1.1391090512107e-09,4127.1325338139,0.336648907948561,2.28734658601441e-09,1774.78239892085,0.328601489608057,109.236045457405,46.144898513544,0.357638750127182,25.9482589681405,0.794891675594449,3.00628464584193,2.62848450774658,35.1686708802032,0.906666248323183,7.38770594229506,5.04784959187356,39.1290954021075,0.790925823831804,27.1454360108322,7.63272839124043
25,325.044977675543,59.7154358520065,36.8226025757196,32.6198663243985,35.7711821629908,13.7711040717854,317.369789595207,1.74800967507516e-09,47.1195559944117,0.441351479987187,1.61554744206316e-09,82.6322557071564,0.352902679585484,2.29352901508187e-09,3479.8237652711,0.193658498242479,1.09537055122302e-09,4337.27606350439,0.330121624645474,2.00124471034143e-09,1906.61601128302,0.328663425691996,88.5512786148575,43.3835481616648,0.219603037733062,26.7281499734588,0.85997394254137,3.84654798838208,4.19817347302874,30.534533557377,0.793730752811793,5.9634699390348,6.48128946388298,40.4706287578226,0.989820613027192,23.9524624120495,4.17955562026661
26,343.328453170236,78.5714801039084,35.2720462351463,38.261523962325,35.3028391935747,13.148733110446,313.729570269054,1.71645582267768e-09,47.951385821704,0.469442081358078,1.79246096190034e-09,88.4746881230617,0.362173191748102,2.13004149638733e-09,3733.26930486327,0.204940360262264,1.09276357164599e-09,3706.81834877554,0.366741111477984,2.06758523174414e-09,1952.16069531931,0.2813009560061,98.9572673189216,42.3210283551534,0.702185810724012,28.2690356824254,0.959674198568186,5.64324176929982,4.83137886781402,37.6750202105823,0.861165295265264,4.14493163377555,3.00896600264576,42.7749856112262,0.781007082719203,25.8561055023954,6.48707010857479
27,375.725029624877,72.1361876643033,31.1229551956813,34.639828003168,30.3657359164032,16.0268190139099,394.665495407985,1.69449556095825e-09,48.1618414866486,0.411829555936773,1.92494942218217e-09,93.4533165572765,0.382997223787911,2.2323745222346e-09,3189.20093115496,0.207136997378094,1.00475549797328e-09,4278.3881466695,0.327986259858773,2.03757868912336e-09,1913.4841840808,0.258999000527812,114.037108811655,45.2020449932967,0.708372935822288,20.4174635063632,0.83222191041768,5.12546476538138,4.72778225765558,31.7097855283223,0.781149041690154,7.94431656214492,4.3937783054445,41.6670364885596,0.968319102544126,24.9478251523394,7.0565715466664
28,371.910752711615,40.4241734273033,35.7925473734687,30.9413824752486,32.868798922675,18.02157238166,337.232280008495,1.62900731548694e-09,47.1597657789564,0.412067613632554,1.82646877851755e-09,88.0808993920938,0.425471032008759,2.33093873269351e-09,3645.02300101937,0.193598227055877,1.12268353392665e-09,3578.23437739034,0.354736864767635,2.23642153156802e-09,1675.63710205597,0.330821296487833,94.7146962126203,41.1066847171619,0.667969286475499,21.0148643764903,0.869373526032399,5.08913233077753,4.61157076569297,39.6024836840719,0.794313335414964,6.07244614766143,6.327587738816,36.0008629822668,0.926225652259462,27.3951734650946,4.16168494866457
29,333.570012647279,40.1614011445035,37.7942085282226,30.4224124586957,32.7365014876979,13.8611761458087,314.912390144613,1.77865096787308e-09,40.5027711956488,0.428587214822962,1.78356996388436e-09,84.3438264923687,0.350184906371812,2.46820467342206e-09,3301.30795232691,0.204403790610901,1.00536272179301e-09,4258.81229860656,0.318638969293229,2.16911393655865e-09,1656.16511336211,0.267080088760138,119.738844331417,48.8916728480924,0.825278754454404,22.855018842423,0.944357267180472,6.45604189976122,4.12188664563535,39.2071412579939,0.937126558317967,4.79654657917029,3.74526989718001,35.7344657510181,0.965443288956045,22.5552159244719,7.71099774796578
30,353.894879912848,77.9876123815587,31.4349125480975,39.9787440718854,30.9661394103028,19.8327687313371,345.653100080588,1.78115212729102e-09,48.7500069211329,0.467434720152198,1.66937449778553e-09,87.4092290694755,0.368433838460582,2.14367911706737e-09,3633.89666898672,0.191080238879654,8.44057555041077e-10,4423.86224040705,0.356590828629692,2.22844717056349e-09,1668.25242589372,0.310850080972795,98.1910202782201,49.2245471032183,0.303931618391061,27.8568609335774,0.990699592226808,6.95653100010469,3.33602734380827,33.8144817592136,0.830089021422412,7.65226371316386,5.88468271974928,38.5714973922526,0.890042243106401,25.4116570811018,4.02898709095767
31,342.396455615676,66.3181399790628,37.2428895901046,30.7345801623966,31.0293640837884,16.8325843675876,355.611772442793,1.52987812130328e-09,42.3824602458849,0.453835340244385,1.6569576684786e-09,94.6691791563212,0.368958757573281,2.31040793175371e-09,3256.23236535848,0.212396293234015,9.50725799763364e-10,3508.16012091626,0.373532579963314,2.35364027209053e-09,1830.08404578998,0.308189307079466,103.740192970732,46.4927396991686,0.163639586807731,22.5200607885464,0.872880799267447,5.58442182567989,4.52021850107999,30.7201662100199,0.964898210497543,5.78193709227491,4.92698094295411,39.7030632522117,0.826519948414152,28.8843066156701,4.08670919332214
32,353.108574366344,70.3661970178725,35.4449686786399,35.0152718698836,32.4969384349778,13.1915984879128,385.457082149148,1.46214718459723e-09,49.3471059521377,0.41281674295132,1.8573858087113e-09,97.1974978537882,0.417114133424184,2.53322376713255e-09,3378.29842348166,0.218612277136013,9.97555538269952e-10,3844.17216053503,0.322130040634774,2.30352321775799e-09,1945.11773473156,0.270274774798667,115.925082243391,48.3186536687085,0.547857710300053,27.485116413913,0.878842169130791,4.19635647522126,3.49666738905483,31.1545869330182,0.823597935475363,3.96454463954676,4.90813162228371,41.0416963180215,0.943282195653468,28.3406317220344,7.01492262156241
33,382.183857542283,49.2086707001081,32.9971748667507,38.8992460480716,33.1373777415398,15.2082809044546,316.652515874392,1.50222689276825e-09,45.6004462673193,0.415756816443432,1.86301192910161e-09,96.2902936484745,0.374913631008808,2.58124394851646e-09,2838.94074899884,0.205489760794772,1.19114573651944e-09,4181.2135045363,0.399474084630884,2.08950374891664e-09,1814.85239541373,0.317999774562108,102.52678734955,40.1516503114787,0.391579313333671,28.6656284157307,0.848502615406338,6.06189537289191,4.45128522060144,32.4985888214747,0.830592036148504,6.55340530062436,4.58154230953824,43.8667126631739,0.900839699883547,27.7998689019037,7.98582495762324
34,368.593647139342,65.5365773245274,34.9046100410074,34.8821701661561,36.9849282251159,10.8086371675089,361.601693831043,1.78608915265814e-09,41.4830742446101,0.450172830296918,1.90278053190533e-09,92.767450077269,0.375134004726978,2.2951090152487e-09,3516.83361343766,0.180495126136914,9.98831237758513e-10,4274.2283102572,0.303835317010954,2.06430721384043e-09,1879.41687894845,0.257888689035338,119.416009050849,49.1506503801708,0.366196012845131,26.9258214655075,0.935102546092826,7.58568817148946,2.53176817079119,31.6022538949805,0.953875470468095,5.22740178618182,5.82491860573862,41.3536922442144,0.834332039572361,20.7998078411369,4.46910453951632
35,363.341554444875,64.5259389282618,39.0972924327461,30.4328331421816,32.905138722822,15.1075923964735,309.999096343234,1.52708794725909e-09,44.3958088855619,0.42681044870951,1.71214601233011e-09,95.5155359055077,0.377121644232466,2.36733489796211e-09,3594.91113605461,0.191806760843404,1.14584321394204e-09,4228.67088219454,0.351125525746279,2.34728669896566e-09,1864.44277733052,0.316494252528537,88.6514273793084,47.4711345248882,0.987851299907913,26.5115987363238,0.968589532389433,6.67095364927879,2.15318537543952,32.1850456382716,0.822870676339662,7.94916561174881,6.06903139707849,38.0026277541229,0.810842633183515,21.9101582501027,5.7861243869585
36,317.707585138511,66.8873389809946,30.4703036624508,32.6108395475764,35.6012944744678,19.4593649891035,370.514668828192,1.69467179094571e-09,41.3084699298993,0.476454949079534,1.66467013101644e-09,85.6322915669006,0.378911737056076,2.51907984842943e-09,3432.45158762013,0.181210367966186,9.17469168168564e-10,4059.08347917814,0.352350108213075,2.29239536511691e-09,1803.9105197416,0.307512253330452,97.5374469873433,41.5014885122007,0.735603620449212,22.9158895289245,0.902435788252865,6.47944497343842,3.97160930110938,34.7936280356929,0.86107073496871,4.27128990502585,3.86269196190031,36.9259226654625,0.818803309480128,23.130534573574,6.71324470089821
37,381.648703458073,72.3390810299216,35.7363761613542,38.096686008921,35.6781969728853,17.464342928136,341.324702500909,1.43124978167937e-09,47.2998462796056,0.478481136964655,1.77763774570464e-09,98.2330037135956,0.3992694521281,2.14279071288581e-09,3502.23521830391,0.187179109682556,1.11283571783567e-09,4129.93947689511,0.323280543822837,2.15032879924525e-09,1805.15092037431,0.255548752348995,88.137580201307,40.2105578053216,0.985503789063036,29.470561731837,0.864395328864154,4.56961787163857,2.26675074019069,37.4279084968952,0.9401863068741,5.01166881132393,3.12571305388995,43.4037618779905,0.964732418706869,27.3492392567616,6.77448044381818
38,396.584528183671,78.188535474857,37.9227698087965,31.7006715310618,38.0614327480982,11.009721345108,394.578166755254,1.78332254813198e-09,43.3500050784232,0.463727660314679,1.81934649412749e-09,80.0607855414434,0.368263526488882,2.3354509903169e-09,3389.93461076735,0.217799976771206,9.02209425210616e-10,4493.38201684621,0.329553442276472,2.04474269345082e-09,1846.84865586015,0.251939625869785,117.414316630723,42.5718338901388,0.810504868831574,20.1358370036676,0.921409433090407,3.96517069201213,3.77200718414863,31.7380336932336,0.981295818420138,6.96779249462327,3.04340574342196,38.5159779678254,0.809497368757736,21.1656533840857,4.13358175218569
39,321.120926601483,51.8932601699633,39.8907739215651,30.8282129526808,35.6722036891758,17.6977159567904,334.291136233235,1.7190871968988e-09,40.4369518628106,0.471543629655749,1.79556947489979e-09,93.2045031231068,0.35449203497629,2.12280224640866e-09,3274.96103757851,0.205043825943651,1.05412875602006e-09,3526.6179666142,0.359289179242474,2.21113428714025e-09,1696.8327128807,0.253252167996923,98.320142954733,42.2370787648515,0.91900118727012,20.2205481304099,0.852583333891833,4.34885709011906,2.06410634261748,31.0365148502815,0.827270379441524,7.84350262255982,4.51901309501695,38.1332930658333,0.866613671449059,21.5238861799221,5.06890977762691
40,370.986291989937,64.9353365214089,35.4441203822618,36.6636289092138,37.5993693071891,16.6548060741267,355.983944122827,1.65987190315665e-09,43.8715593859107,0.428999509285253,1.90018495246974e-09,98.1424492125089,0.384076360146918,2.23573933783252e-09,3449.68685086593,0.197414032171025,9.41045146411793e-10,4122.82507633335,0.30322670334786,2.15159637630648e-09,1976.66520712303,0.263917044820537,93.3335430752832,41.3887582072766,0.370193528400761,26.2772616319514,0.794378197259041,7.82301750632644,3.46340950131937,33.8801727191414,0.905029375940809,5.64662159524266,3.81820975843541,42.1874811021883,0.860493166506477,26.3024665500822,7.89747221640775
41,318.609924602365,49.9344427727913,38.9967730615543,31.2411283824669,31.3329631813976,11.5137209798771,362.066440221878,1.70559109714185e-09,40.4325094133884,0.444103593555123,1.74171509166195e-09,99.0407817059713,0.403621921142963,2.01746747731131e-09,3161.95835072964,0.202296402967371,1.04564842178209e-09,3804.1453676627,0.348226821905602,2.2884621800641e-09,1940.74111714416,0.281258444545349,86.5609792187025,40.6936568150689,0.379226087923816,25.6974305690374,0.962873306881268,3.454765787077,2.51310017960999,30.821752138662,0.823557844922248,6.92774740636092,4.89501390095591,37.7422126457103,0.942625684589725,22.5944565360057,6.9623071468958
42,324.76147984698,43.86108079102,39.0112981719891,39.4979487666177,35.2999359544689,19.6366702745513,356.646654293615,1.40683737228896e-09,46.25498659033,0.439576229957007,1.81719885644014e-09,93.5406764124231,0.432715920454133,2.2881122489217e-09,3657.20862749067,0.193330471482055,8.83784258314867e-10,3576.08819847449,0.37402480845042,2.05833929351012e-09,1860.5348650961,0.29423914841315,100.925239620592,43.8185578539675,0.267023853690014,21.5819740699665,0.866258392545185,3.57144453060422,2.19045736964984,36.4051813811145,0.925237014731526,7.99790016165503,4.34516142135657,38.8586370811887,0.898128829818668,20.7680206473832,6.82006870584889
